카테고리,키워드,질문
취미,사진,"주민등록증을 신청하려합니다.
동네 주민센터가서 신청하려고 하는데 사진이 파일로만 있어서요. 꼭 인화를 해서 가야하나요? 파일로는 신청을 못하나요?
만약 신청이 된다면 사진 파일을 usb에 담아가야하나요?"
취미,사진,
취미,사진,
취미,사진,"여권사진이랑 실물이 많이 다르면 어떻게 되나요ㅠㅠㅠㅜㅠ 발급해 주시는 직원 분도 느낌이 비슷하긴한데 공항가면 인터뷰? 조사? 요청이 들어올 수도 있다해서요ㅠㅠ 당장 이번주에 일본으로 여행가는데 재발급 받기도 힘들어서.. 혹시 출입국 정지를 먹거나 여행을 막을 수도 있을까요??? ㅜㅜㅜㅜ여권은 화장하고 염색하고 머리 길고 보정된 사진인데, 지금은 머리도 자르고 염색도 새로하고,,화장도 안 하고 갈거라서요 ㅜㅜ 조사요청 들어오면 무슨질문을 할까요 ㅜㅜㅜ 자세히 도움주실 분.."
취미,사진,
취미,사진,사진협박 어떻게 해야 될까요 제가 사진협박 당하고 있는데 이게 제가 찍었던 거거든요. 직접 찍은 거예요. 그래서 바로 신고하고 그러기가 어려워요. 사진협박 어떻게 해야 할까요...
취미,사진,"전에 발급 할때 사용했던 사진 사용해도 되나요?
6개월이내 사진 만가능하다고 하는데
아직 6개월 안 지난 사진입니다"
취미,사진,
취미,사진,
취미,사진,"여권사진이 너무 마음에 안드는데
10년짜리 여권이라서요
사진만 바꾸는건 안되나요? 재발급 비용 또 드나요"
취미,사진,
취미,사진,제가 현재 아이폰 사용중이고 아이클라우드 2테라 사용중입니다 어제 핸드폰 용량 부족하다 뜨길래 사진 몇천장 지웠는데 아이클라우드 사진 들어가니까 똑같이 지워졌더라고요ㅠㅜ 원래 이런건가요? 핸드폰 사진은 지워도 아이클라우드는 그대로 남아있을줄 알았는데.. 해결 방법 좀 알려주세오
취미,사진,민증 만들때 쓰던 사진을 여권 사진으로 써도 되나요? 용모나 다른 규정이 있는데 이정도 사진도 가능할까요?
취미,사진,
취미,사진,
취미,사진,"제가 민증을 2월쯤에 재발급해서
3월3일에 받았는데 얼마전에 잊어버렸어요ㅠㅠㅠ
근데 민증사진 같은거 가져가도 되나요?
찍은지 6개월이상된 사진안된다 들었고
또 재발급할때 썼던 사진 사용안된다고 들은거같긴한데
헷갈려서요ㅠㅠㅠ
6개월안이면 전에썼던 사진 제출해도 상관없지않나요?"
취미,사진,
취미,사진,
취미,사진,
취미,사진,"성형외과에서 시술을받고 비포에프터사진을 요청했는데
만원비용이든다네요 이해가잘안되는데 원래그런가요? 아님 병원규정마다다르니 이해를해야되나요? 왜 제사진을 비용내고 받아야하는지 의문입니다"
취미,사진,"2년전에 찍은 취업사진인데 지금이랑 똑같아요
시험 접수를 하려는데 3개월 이내 사진 올리라는 글이 있던데 혹시 3개월 내로 찍은 사진만으로 접수가 가능한건가요? 아니면 2년전에 찍은 사진을 사용해도 문제가 없나요?
기술직이라 면허증 발급때 사용한 적이 있어용 ㅠ"
취미,사진,
취미,사진,
취미,사진,"2~3개월전에 찍은 증명사진인데.

이 사진을  포토샵으로 여권사진 사이즈 맞춰서 사용할수있을까요?"
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,여권 분실해서 다시 만드려는데 20년 여권 만들 때 썼던 사진이랑 지금이랑 똑같이 생겼는데 그냥 쓰면 안되겠죠…?
취미,사진,"정말정말 티안나는 눈이랑 아주비슷한 색의 동공만 살짝 커지는 초코 컬러렌즈인데 끼고 여권사진 찍으면 문제가될까요?

사진에 한쪽만 낀거 비교인데 어떤가요? 여권사진 찍을때 끼고찍어될까요?"
취미,사진,"거두절미 하고 본론부터 말씀드릴게요..
제가 지금 사진협박을 일주일째 당하고 있습니다.
그인간은 제 나체사진을 가지고 있고요..
그 사진은 제가 보낸거에요.. 휴 근데 걔가 저한테 계속해서 사진 보내라고 안보내면 다 퍼트릴거고 신고해도 다 퍼트릴거라고 계속 사진협박을 하고 있는데요..
그래서 제가 지금 도저히 뭐 어떻게 하면 되는지 모르겠습니다.. 정신병올거같아요,..
마지막으로 도움받고자 여기에라도 글을 씁니다. 저 어떻게 하면 되나요 제발 도와주세요."
취미,사진,여권 재발급을 해야해서 신청을 했는데 급하게 생긴 일정이라 사진관에 못가고 집에서 여권사진을 찍게 됐습니다 근데 사진 규격은 다 맞게 된거같은데 이것저것 하다보니 화질이 넘 흐려졌더라고요.. 당시에는 확인 못하고 그냥 발급신청했는데 괜찮을까요? 여권은 지금 [발급처리중]_심사가 완료된 여권이 발급 처리중입니다. 라고 뜨는데 취소해야할까요? 혹시 사진 화질때문에 해외 입국이 안되는 경우가 있을까요?
취미,사진,어제 여권을 발급하러 갔는데 사진을 다른걸로 바꾸고 싶어요 어제 발급하러 갔다 왔는데 오늘 다시 가서 사진 바꿀 수 있나요? 추가 비용이 생기나요??
취미,사진,
취미,사진,신분증을 잃어버려서 사진을 저번에 찍었는데 혹시 이사진으로 민증 만들수 있을 까요?
취미,사진,
취미,사진,안녕하세요 다름이아니고 이번주 목요일에 시험을 응시하는데 사진을 바꿀려고 오늘 들어갔더니 자동으로 다른사람 사진이 등록 되어있는데 변경 할려고 했더니...
취미,사진,
취미,사진,
취미,사진,
취미,사진,"사진협박 대처하는 방법 조언이 필요합니다.. 제가 사진협박을 당하고 있는데, 제가 직접 찍은 사진이라 어떻게 할 수가 없어요 사진협박 당할때 어떻게 대처해야 하는지 알려주세요.."
취미,사진,"안녕하세요
저는 인테리어 회사를 운영하고 있습니다

얼마전 일반 고객과 20평정도 되는곳에 상업인테리어 계약을 하고 공사를 진행해드렸습니다
엊그제 청소까지 마치고 마감사진을 찍어 블로그나 유튜브에 현장사진을 게시하려는데 소비자가 사진 올리지말라고 이야기를 합니다
저에게는 마케팅차원에서 현장하나 사진,영상이 굉장히 중요한데 사진,영상 사용을 못하는건가요?
무시하고 사진,영상을 게시한다면 문제가 될까요?
답변 부탁드리겠습니다"
취미,사진,원본사진이나 고화질인 사진 찾고싶어요 ㅜ
취미,사진,중국 신분증 처음 만들 때 사진을 무조건 중국에서 찍어야 하나요? 한국에서 찍은 증명사진으로는 만들 수 없나요??
취미,사진,
취미,사진,혹시 여기에서 삭제 누르면 아이클라우드에 있는 사진들 다 없어지나요? 그러면 복원도 못하나요? 남아있는 곳은 없나요?
취미,사진,민증에 들어가는 그냥 기본적인 그 사이즈 증명사진도 가능해요?
취미,사진,
취미,사진,친구가 보내준 묶음 사진을 실수로 삭제했는데 복구 못하나요?
취미,사진,
취미,사진,
취미,사진,
취미,사진,안녕하세요 오늘 채팅어플을 통해 알게된 사람과 여러 사진을 교환했는데 저는 저의 몸 사진 상대는 가슴사진을 교환했습니다. 서로 연락 주고받고 사귀자라는 말까지 나왔었습니다. 혹시 이 사진교환이 법적으로 문제가 될까요? 상대가 미성년자는 아닙니다. 카카오톡 대화내용은 삭제해버렸습니다.
취미,사진,"A랑 친했을때 주고 받은 제 사진을 저장했다가 b라는 다른친구한테 공유했어요(세명이서 있던 단톡방에올린 사진이랑 A랑만 주고받은 사진이요) b라는친구랑 싸우다가 제 사진가지고 모욕했고 노출도 있는 사진이라서 정말 수치심을 느꼈습니다 사진말고도 저에 대해서 이상한 소문을 퍼트린다는 소리를 했습니다 신고가능한가요?신고하면 처벌할수있나요?? 카톡방안나갔고 캡처도 있습니다 경고라도 처벌할수있는지요

단톡방에 올린건 여자3명잇는방이라 살짝노출한 사진이고 친한 A랑만 주고받은 제 얼굴사진을 b에게 주고 b가 저를 조롱했습니다"
취미,사진,안녕하세요 다름이아니고 이번주 목요일에 시험을 응시하는데 사진을 바꿀려고 오늘 들어갔더니 자동으로 다른사람 사진이 등록 되어있는데 변경 할려고 했더니...
취미,사진,"제가 10월 30일 출국인데 알고보니 여권 기간이 만료되서 급하게 여권을 재발급해야 됩니다.
1. 온라인으로 재발급 신청을 하려고 하는데, 민증 사진 파일밖에 없어 여권 사진을 확대하여 규격(정수리-턱 길이)를 맞추어 신청해도 되나요?
2. 발급 기간이 얼마나 걸리나요.. 오늘 신청하면 출국 전까지 시간이 될까요"
취미,사진,
취미,사진,"합성사진유포 신고하면 처벌이 되나요? 그러면 그냥 남의 얼굴 갖다 쓴 그런 초상권 침해가 되는지 아니면 성범죄로 처벌이 되는지ㅠ 합성사진유포 피해를 입어서, 합성사진유포 신고하려면 어떻게 해야하는지 여쭤봐요 급합니다 답변 빨리 부탁드려요 ㅠㅠ"
취미,사진,"작년 이맘때 쯤 교복입고 여권사진 찍은 적 있는데 이걸로 지금 여권 만들어도 될까요?
현재 20살이고 사진이랑 다른게 없어요 머리만 길어진정도..
가능할까요"
취미,사진,
취미,사진,"인스타 아이돌 사진을 저장하고 싶은데
어떻게 하나요
참고로 갤럭시입니닷
사진 꾹 눌러도 안되고
우측 상단 점 ㆍㆍㆍ 도 눌러도 저장하는 방법이 없어요ㅠ
만약
어플을 깐다면 어떤걸 깔아야할지 알려주세요!!ㅠㅠ"
취미,사진,탈의실에서 누가 자기 몸 사진찍는데 거기에 저도 옆에 있어가지고 그런데 저는 알몸상태는 아니었는데 그래도 처벌 받나요?
취미,사진,인터넷에서 다운받은 사진에 제 뒷모습을 최대한 자연스럽게 합성하려합니다. 그래서 사진합성 앱과 사이트를 찾고있는데 추천할만한 것을 알려주세요.
취미,사진,"타인의 저의 사진을 찍어주어서

이를 인스타와 같은 개인 SNS에 업로드 하려고 하는데,

이 경우, 만약 사진을 찍어준 당사자가

제 사진을 사용하지 말아달라고 하면

사진을 사용하면 안되는 것인가요?

이 사진을 통해 상업적인 목적이 있다거나
한 것이 아닌, 그저 개인 SNS 업로드 용입니다."
취미,사진,"수능사진으로 여권이랑 민증 발급가능한가요?
6개월이내에 찍은거에요"
취미,사진,언제 사진일까요?
취미,사진,"안녕하세요.
제가 구입한 물건의 사진을 찍은 후, 그 사진을 판매한다면 저작권에 걸리나요?

예를 들어 제가 인터넷에서 스탠드 조명을 구입하여 테이블 위에 올려놓고 사진을 찍었습니다. 그 후 상업용 이미지 판매 사이트에 그 사진을 올려서 저에게 수익이 생긴다면 저작권 문제가 생기나요?

제가 구입한 레고를 조립한 후 사진을 찍어서 상업용 이미지로 판매할 경우에도 저작권 문제가 있나요?"
취미,사진,"여권 만드는게 처음이라 그러는데 작년에 찍은 사진은 안되나요?
눈썹이 보여야한다는데 이정도는 가능할까요?"
취미,사진,
취미,사진,"제가 작년에 민증 재발급 받느라 그때 사진찍은게 있는데
이 사진으로 여권 받아도 큰 문제는 없을까요?
사진 상 현 모습이랑 크게 바뀐건 없습니다"
취미,사진,
취미,사진,"원래 아이클라우드 사진 동기화 꺼놨었는데 잘못해서 사진 최적화를 눌렀거든요. 사진 최적화가 활성화되면서 아이클라우드 사진 동기화가 켜진 것 같아서 아이클라우드 사진 동기화 비활성화 하려고 하니까 아직 최대 해상도 사진이랑 비디오 다운 못 했다고 이 상태에서 비활성화하면 아이폰에서 제거된다고 나오는데…
1. 이 사진 다운로드 과정이 좀 걸리는 편인가요?? 첨부한 사진처럼 5개 사진 남았다는데 어제 밤부터 계속 변화가 없네요 ㅠㅠㅠ
2. 만약에 아이폰에서 제거 누르면 사진이 어떻게 되는 건가요??"
취미,사진,"제가 오늘 운전면허 따러 학원가려하는데 증명사진은 언제부터 필요한가요?
오늘 바로 가져가야하나요?
그리고 증명사진,여권사진 둘 중 어떤걸로 해야하나요?"
취미,사진,
취미,사진,
취미,사진,"집근처 셀프사진관? 같은데서 사진을 찍었는데 머리가 좀 작게 나온거 같은데 면허 접수 발급 할때 쓸 수 있나요?
규격은 맞습니다"
